,movieId,title,genres,imdbId,tmdbId,tag,metadata,year
5720,31664,Gorgeous (Boh lee chun),Action Comedy Romance,184526,10951.0,, Action Comedy Romance,1999
5721,31685,Hitch,Comedy Romance,386588,8488.0,, Comedy Romance,2005
5722,31692,Uncle Nino,Comedy,327210,32588.0,, Comedy,2003
5723,31694,Bride & Prejudice,Comedy Musical Romance,361411,57825.0,, Comedy Musical Romance,2004
5724,31696,Constantine,Action Fantasy Horror Thriller,360486,561.0,, Action Fantasy Horror Thriller,2005
5725,31698,Son of the Mask,Adventure Children Comedy Fantasy,362165,10214.0,, Adventure Children Comedy Fantasy,2005
5726,31700,Because of Winn-Dixie,Children Comedy Drama,317132,17880.0,, Children Comedy Drama,2005
5727,31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Drama War,424227,8340.0,, Drama War,2004
5728,31737,Bunny Lake Is Missing,Mystery Thriller,58997,1942.0,, Mystery Thriller,1965
5729,31804,Night Watch (Nochnoy dozor),Action Fantasy Horror Mystery Sci-Fi Thriller,403358,3040.0,, Action Fantasy Horror Mystery Sci-Fi Thriller,2004
5730,31851,Sons of the Desert,Comedy,24601,43128.0,, Comedy,1933
5731,31867,Man of the House,Action Comedy,331933,13498.0,, Action Comedy,2005
5732,31878,Kung Fu Hustle (Gong fu),Action Comedy,373074,9470.0,, Action Comedy,2004
5733,31903,Zelary,Drama Romance,288330,19765.0,marriage,marriage Drama Romance,2003
5734,31909,Dr. Giggles,Comedy Horror,104139,37527.0,, Comedy Horror,1992
5735,31921,"Seven-Per-Cent Solution, The",Adventure Comedy Crime Drama Mystery Thriller,75194,29578.0,, Adventure Comedy Crime Drama Mystery Thriller,1976
5736,31923,"Three Musketeers, The",Action Adventure Comedy,72281,2926.0,In Netflix queue,In Netflix queue Action Adventure Comedy,1973
5737,31925,Royal Flash,Adventure Comedy Romance,73639,54302.0,, Adventure Comedy Romance,1975
5738,31952,Control (Kontroll),Comedy Crime Drama Mystery,373981,5204.0,, Comedy Crime Drama Mystery,2003
5739,31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),Drama War,39417,8016.0,, Drama War,1948
5740,32009,Tyler Perry's Diary of a Mad Black Woman,Comedy Drama Romance,422093,16186.0,, Comedy Drama Romance,2005
5741,32011,Cursed,Horror Thriller,257516,10012.0,, Horror Thriller,2005
5742,32017,"Pacifier, The",Action Comedy,395699,10022.0,, Action Comedy,2005
5743,32019,Be Cool,Comedy Crime Musical,377471,4551.0,, Comedy Crime Musical,2005
5744,32022,Gunner Palace,Documentary War,424129,30856.0,, Documentary War,2004
5745,32029,Hostage,Action Crime Drama Thriller,340163,2026.0,, Action Crime Drama Thriller,2005
5746,32031,Robots,Adventure Animation Children Comedy Fantasy Sci-Fi IMAX,358082,9928.0,, Adventure Animation Children Comedy Fantasy Sci-Fi IMAX,2005
5747,32058,Class Action,Drama,101590,15771.0,, Drama,1991
5748,32060,"Cat and the Canary, The",Horror Mystery,17739,76804.0,, Horror Mystery,1927
5749,32116,"Oh, God! You Devil",Comedy,87835,38148.0,, Comedy,1984
5750,32139,"Agony and the Ecstasy, The",Drama,58886,36815.0,, Drama,1965
5751,32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Crime Drama Thriller,51378,1093.0,, Crime Drama Thriller,1958
5752,32213,Cube Zero,Horror Mystery Sci-Fi Thriller,377713,438.0,, Horror Mystery Sci-Fi Thriller,2004
5753,32234,Julia,Drama,76245,42222.0,, Drama,1977
5754,32243,Stealing Rembrandt (Rembrandt),Action Comedy Crime,345853,11196.0,, Action Comedy Crime,2003
5755,32289,Ice Princess,Children Comedy Drama,396652,13374.0,, Children Comedy Drama,2005
5756,32291,Melinda and Melinda,Comedy Drama,378947,9688.0,, Comedy Drama,2004
5757,32294,Milk and Honey,Drama,347540,228890.0,, Drama,2003
5758,32296,Miss Congeniality 2: Armed and Fabulous,Adventure Comedy Crime,385307,10040.0,, Adventure Comedy Crime,2005
5759,32298,Guess Who,Comedy Romance,372237,11638.0,, Comedy Romance,2005
5760,32300,D.E.B.S.,Action Comedy,367631,540.0,, Action Comedy,2004
5761,32302,"League of Ordinary Gentlemen, A",Documentary,430289,77120.0,, Documentary,2004
5762,32314,Incident at Loch Ness,Adventure Comedy Documentary,374639,48463.0,, Adventure Comedy Documentary,2004
5763,32387,"Sword of Doom, The (Dai-bosatsu tôge)",Action Drama,60277,19884.0,, Action Drama,1966
5764,32392,800 Bullets (800 Balas),Comedy Crime Drama Western,292886,37748.0,, Comedy Crime Drama Western,2002
5765,32440,If Looks Could Kill,Action Comedy,102095,22434.0,, Action Comedy,1991
5766,32442,Greedy,Comedy,109936,12778.0,, Comedy,1994
5767,32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",Animation Comedy Drama Fantasy,110008,15283.0,, Animation Comedy Drama Fantasy,1994
5768,32460,Knockin' on Heaven's Door,Action Comedy Crime Drama,119472,158.0,, Action Comedy Crime Drama,1997
5769,32469,We're No Angels,Comedy Crime Drama,48801,5996.0,, Comedy Crime Drama,1955
5770,32511,"Touch of Zen, A (Xia nu)",Action Adventure,64451,44154.0,, Action Adventure,1971
5771,32515,Walker,Adventure Drama War Western,96409,28448.0,, Adventure Drama War Western,1987
5772,32554,Memories (Memorîzu),Animation Fantasy Sci-Fi Thriller,113799,42994.0,, Animation Fantasy Sci-Fi Thriller,1995
5773,32582,"Wild Parrots of Telegraph Hill, The",Documentary,424565,17592.0,birds parrots,birds parrots Documentary,2003
5774,32584,"Ballad of Jack and Rose, The",Drama,357110,17113.0,fatherhood,fatherhood Drama,2005
5775,32587,Sin City,Action Crime Film-Noir Mystery Thriller,401792,187.0,cult,cult Action Crime Film-Noir Mystery Thriller,2005
5776,32589,Beauty Shop,Comedy,388500,14177.0,, Comedy,2005
5777,32596,Sahara,Action Adventure Comedy,318649,7364.0,, Action Adventure Comedy,2005
5778,32598,Fever Pitch,Comedy Romance,332047,11431.0,, Comedy Romance,2005
5779,32620,Not on the Lips (Pas sur la bouche),Comedy Musical Romance,356999,51945.0,, Comedy Musical Romance,2003
5780,32632,Electra Glide in Blue,Action Crime,70022,26332.0,, Action Crime,1973
5781,32649,"Special Day, A (Giornata particolare, Una)",Drama War,76085,42229.0,, Drama War,1977
5782,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",Animation Drama,93488,49565.0,, Animation Drama,1987
5783,32659,Tanguy,Comedy,274155,2029.0,, Comedy,2001
5784,32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),Comedy,376717,44181.0,, Comedy,2003
5785,32728,"Little Girl Who Lives Down the Lane, The",Drama Mystery Thriller,74806,19971.0,, Drama Mystery Thriller,1976
5786,32743,Ringu 0: Bâsudei,Drama Horror Thriller,235712,9674.0,, Drama Horror Thriller,2000
5787,32770,Brothers (Brødre),Drama,386342,3875.0,, Drama,2004
5788,32799,Maidens in Uniform (Mädchen in Uniform),Drama Romance,22183,9653.0,, Drama Romance,1931
5789,32862,With Six You Get Eggroll,Comedy Romance,63821,39225.0,, Comedy Romance,1968
5790,32875,Holiday (Jour de fête),Comedy,40497,4595.0,, Comedy,1949
5791,32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama War,56111,31442.0,, Drama War,1962
5792,32898,"Trip to the Moon, A (Voyage dans la lune, Le)",Action Adventure Fantasy Sci-Fi,417,775.0,, Action Adventure Fantasy Sci-Fi,1902
5793,32906,"Ascent, The (Voskhozhdeniye)",Drama War,75404,50183.0,, Drama War,1977
5794,32914,Carrie,Drama Horror Thriller,319970,7342.0,, Drama Horror Thriller,2002
5795,32917,Boccaccio '70,Comedy Fantasy Romance,55805,45267.0,, Comedy Fantasy Romance,1962
5796,33004,"Hitchhiker's Guide to the Galaxy, The",Adventure Comedy Sci-Fi,371724,7453.0,, Adventure Comedy Sci-Fi,2005
5797,33085,"Amityville Horror, The",Horror Thriller,384806,10065.0,, Horror Thriller,2005
5798,33090,Mutant Aliens,Animation Comedy Sci-Fi,277909,30863.0,, Animation Comedy Sci-Fi,2001
5799,33124,Before the Fall (NaPolA - Elite für den Führer),Drama War,384369,9393.0,, Drama War,2004
5800,33126,"Frisco Kid, The",Comedy Western,79180,16972.0,, Comedy Western,1979
5801,33132,State Property 2,Action Crime Drama,403537,13409.0,, Action Crime Drama,2005
5802,33138,Palindromes,Adventure Comedy Drama,362004,13073.0,, Adventure Comedy Drama,2004
5803,33145,"Lot Like Love, A",Comedy Drama Romance,391304,8976.0,, Comedy Drama Romance,2005
5804,33148,King's Ransom,Comedy Crime,388183,27360.0,, Comedy Crime,2005
5805,33154,Enron: The Smartest Guys in the Room,Documentary,413845,13020.0,business money scandal,business money scandal Documentary,2005
5806,33158,xXx: State of the Union,Action Crime Thriller,329774,11679.0,, Action Crime Thriller,2005
5807,33162,Kingdom of Heaven,Action Drama Romance War,320661,1495.0,David Thewlis Eva Green Liam Neeson Orlando Bloom,David Thewlis Eva Green Liam Neeson Orlando Bloom Action Drama Romance War,2005
5808,33164,House of Wax,Horror Thriller,397065,10066.0,, Horror Thriller,2005
5809,33166,Crash,Crime Drama,375679,1640.0,racism,racism Crime Drama,2004
5810,33171,Mysterious Skin,Drama Mystery,370986,11171.0,, Drama Mystery,2004
5811,33188,Mischief,Comedy Romance,89601,14750.0,, Comedy Romance,1985
5812,33201,Between Your Legs (Entre las piernas),Drama Mystery Romance Thriller,177747,53116.0,, Drama Mystery Romance Thriller,1999
5813,33237,San Francisco,Drama Musical Romance,28216,43881.0,, Drama Musical Romance,1936
5814,33294,Vampire Hunter D,Animation Fantasy Horror,90248,9463.0,, Animation Fantasy Horror,1985
5815,33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses)",Drama Romance,387892,26810.0,, Drama Romance,2004
5816,33312,"Cocoanuts, The",Comedy Musical,19777,20625.0,, Comedy Musical,1929
5817,33421,Dear Wendy,Drama,342272,10913.0,, Drama,2005
5818,33435,Los Angeles Plays Itself,Documentary,379357,38643.0,, Documentary,2003
5819,33437,Unleashed (Danny the Dog),Action Crime Drama Thriller,342258,10027.0,, Action Crime Drama Thriller,2005
5820,33493,Star Wars: Episode III - Revenge of the Sith,Action Adventure Sci-Fi,121766,1895.0,space space opera,space space opera Action Adventure Sci-Fi,2005
5821,33495,Kicking & Screaming,Comedy,384642,9981.0,, Comedy,2005
5822,33499,Monster-in-Law,Comedy Romance,369735,4379.0,, Comedy Romance,2005
5823,33558,"Snow Walker, The",Adventure Drama,337721,14694.0,, Adventure Drama,2003
5824,33564,Divorce - Italian Style (Divorzio all'italiana),Comedy,55913,20271.0,, Comedy,1961
5825,33615,Madagascar,Adventure Animation Children Comedy,351283,953.0,, Adventure Animation Children Comedy,2005
5826,33629,Airborne,Adventure Comedy,106233,13064.0,, Adventure Comedy,1993
5827,33639,Mad Hot Ballroom,Children Documentary,438205,14358.0,, Children Documentary,2005
5828,33644,Dominion: Prequel to the Exorcist,Horror Thriller,449086,12700.0,, Horror Thriller,2005
5829,33646,"Longest Yard, The",Comedy Drama,398165,9291.0,, Comedy Drama,2005
5830,33649,Saving Face,Comedy Drama Romance,384504,19316.0,, Comedy Drama Romance,2004
5831,33660,Cinderella Man,Drama Romance,352248,921.0,boksdrama boxing,boksdrama boxing Drama Romance,2005
5832,33669,"Sisterhood of the Traveling Pants, The",Adventure Comedy Drama,403508,9779.0,, Adventure Comedy Drama,2005
5833,33672,Lords of Dogtown,Action Comedy Drama,355702,9787.0,, Action Comedy Drama,2005
5834,33677,Rock School,Documentary,436727,23825.0,, Documentary,2005
5835,33679,Mr. & Mrs. Smith,Action Adventure Comedy Romance,356910,787.0,, Action Adventure Comedy Romance,2005
5836,33681,"Adventures of Sharkboy and Lavagirl 3-D, The",Action Adventure Children Fantasy,424774,14199.0,, Action Adventure Children Fantasy,2005
5837,33683,High Tension (Haute tension) (Switchblade Romance),Horror Thriller,338095,10226.0,, Horror Thriller,2003
5838,33725,It's All Gone Pete Tong,Comedy Drama Musical,388139,12109.0,, Comedy Drama Musical,2004
5839,33779,Eddie Izzard: Dress to Kill,Comedy,184424,13589.0,, Comedy,1999
5840,33781,Quo Vadis,Drama Romance,43949,11620.0,, Drama Romance,1951
5841,33794,Batman Begins,Action Crime IMAX,372784,272.0,, Action Crime IMAX,2005
5842,33801,Godzilla: Final Wars (Gojira: Fainaru uôzu),Action Adventure Fantasy Sci-Fi,399102,15767.0,, Action Adventure Fantasy Sci-Fi,2004
5843,33815,"Perfect Man, The",Comedy Drama Romance,380623,15648.0,, Comedy Drama Romance,2005
5844,33826,Saint Ralph,Comedy Drama,384488,25248.0,, Comedy Drama,2004
5845,33830,Herbie: Fully Loaded,Adventure Comedy Romance,400497,11451.0,, Adventure Comedy Romance,2005
5846,33834,Land of the Dead,Action Horror Thriller,418819,11683.0,, Action Horror Thriller,2005
5847,33836,Bewitched,Comedy Fantasy Romance,374536,9722.0,, Comedy Fantasy Romance,2005
5848,33838,Rize,Documentary,436724,2287.0,, Documentary,2005
5849,33880,Me and You and Everyone We Know,Comedy Drama,415978,1382.0,, Comedy Drama,2005
5850,33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy Crime Thriller,395125,9534.0,, Comedy Crime Thriller,2004
5851,33896,3 Extremes (Three... Extremes) (Saam gaang yi),Horror,420251,33908.0,, Horror,2004
5852,33903,"Edukators, The (Die Fetten Jahre sind vorbei)",Comedy Crime Drama Romance,408777,276.0,, Comedy Crime Drama Romance,2004
5853,33966,Cop and ½,Comedy,106613,12574.0,, Comedy,1993
5854,34018,At the Circus,Comedy Musical,31060,22553.0,, Comedy Musical,1939
5855,34048,War of the Worlds,Action Adventure Sci-Fi Thriller,407304,74.0,, Action Adventure Sci-Fi Thriller,2005
5856,34072,"March of the Penguins (Marche de l'empereur, La)",Documentary,428803,1667.0,, Documentary,2005
5857,34129,Rebound,Comedy,376108,7233.0,, Comedy,2005
5858,34143,Dark Water,Drama Horror Thriller,382628,9009.0,, Drama Horror Thriller,2005
5859,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Drama,411270,1553.0,, Drama,2005
5860,34150,Fantastic Four,Action Adventure Sci-Fi,120667,9738.0,Chris Evans comic book heroine in tight suit Jessica Alba sexy female scientist superhero,Chris Evans comic book heroine in tight suit Jessica Alba sexy female scientist superhero Action Adventure Sci-Fi,2005
5861,34153,Murderball,Documentary,436613,14278.0,, Documentary,2005
5862,34162,Wedding Crashers,Comedy Romance,396269,9522.0,stiller,stiller Comedy Romance,2005
5863,34164,Happy Endings,Comedy Drama,361693,14922.0,, Comedy Drama,2005
5864,34271,Hustle & Flow,Crime Drama,410097,10476.0,hip hop,hip hop Crime Drama,2005
5865,34292,Hardware,Action Horror Sci-Fi,99740,11309.0,, Action Horror Sci-Fi,1990
5866,34312,"Calcium Kid, The",Comedy,330111,31063.0,, Comedy,2004
5867,34319,"Island, The",Action Sci-Fi Thriller,399201,1635.0,, Action Sci-Fi Thriller,2005
5868,34321,Bad News Bears,Children Comedy,408524,13341.0,, Children Comedy,2005
5869,34323,"Devil's Rejects, The",Action Crime Horror,395584,1696.0,Rob Zombie,Rob Zombie Action Crime Horror,2005
5870,34326,Last Days,Drama,403217,1665.0,, Drama,2005
5871,34330,November,Drama Mystery,368089,9775.0,, Drama Mystery,2004
5872,34332,Sky High,Action Adventure Children Comedy,405325,11459.0,, Action Adventure Children Comedy,2005
5873,34334,Stealth,Action Adventure Sci-Fi Thriller,382992,10048.0,, Action Adventure Sci-Fi Thriller,2005
5874,34336,Must Love Dogs,Comedy Romance,417001,11648.0,, Comedy Romance,2005
5875,34338,"Aristocrats, The",Comedy Documentary,436078,15258.0,, Comedy Documentary,2005
5876,34359,Georgy Girl,Comedy,60453,42719.0,pregnancy,pregnancy Comedy,1966
5877,34397,"Order, The",Action Adventure Drama Thriller,193364,37632.0,, Action Adventure Drama Thriller,2001
5878,34405,Serenity,Action Adventure Sci-Fi,379786,16320.0,predictable Firefly,predictable Firefly Action Adventure Sci-Fi,2005
5879,34437,Broken Flowers,Comedy Drama,412019,308.0,In Netflix queue,In Netflix queue Comedy Drama,2005
5880,34450,Miracles - Mr. Canton and Lady Rose,Action Comedy Crime Drama,98019,25074.0,, Action Comedy Crime Drama,1989
5881,34520,"Dukes of Hazzard, The",Action Adventure Comedy,377818,6519.0,, Action Adventure Comedy,2005
5882,34523,The Chumscrubber,Comedy Drama,406650,13919.0,, Comedy Drama,2005
5883,34528,Junebug,Comedy Drama,418773,1444.0,pregnancy,pregnancy Comedy Drama,2005
5884,34530,Deuce Bigalow: European Gigolo,Comedy,367652,11453.0,, Comedy,2005
5885,34532,"Skeleton Key, The",Drama Horror Mystery Thriller,397101,9913.0,, Drama Horror Mystery Thriller,2005
5886,34534,Four Brothers,Action Crime Drama,430105,8292.0,, Action Crime Drama,2005
5887,34536,The Great Raid,Action Drama War,326905,13922.0,, Action Drama War,2005
5888,34540,Pretty Persuasion,Comedy Drama,381505,14166.0,, Comedy Drama,2005
5889,34542,Grizzly Man,Documentary,427312,501.0,Animal movie bears,Animal movie bears Documentary,2005
5890,34800,Private Resort,Comedy,89839,17824.0,, Comedy,1985
5891,34811,Pusher II: With Blood on My Hands,Action Crime Drama Thriller,396184,11328.0,, Action Crime Drama Thriller,2004
5892,35015,Duma,Adventure Drama,361715,15907.0,Animal movie In Netflix queue,Animal movie In Netflix queue Adventure Drama,2005
5893,35347,Animal Farm,Animation Drama,47834,11848.0,, Animation Drama,1954
5894,35807,"Teahouse of the August Moon, The",Comedy,49830,43313.0,, Comedy,1956
5895,35836,"40-Year-Old Virgin, The",Comedy Romance,405422,6957.0,BEST PICTURE classic hilarious steve carell,BEST PICTURE classic hilarious steve carell Comedy Romance,2005
5896,35957,Red Eye,Horror Thriller,421239,11460.0,, Horror Thriller,2005
5897,36276,Hidden (a.k.a. Cache) (Caché),Drama Mystery Thriller,387898,445.0,, Drama Mystery Thriller,2005
5898,36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César),Adventure Children Comedy Fantasy,133385,9564.0,, Adventure Children Comedy Fantasy,1999
5899,36363,Kin-Dza-Dza!,Comedy Drama Sci-Fi,91341,20874.0,, Comedy Drama Sci-Fi,1986
5900,36397,Valiant,Adventure Animation Children Comedy Fantasy War,361089,14175.0,, Adventure Animation Children Comedy Fantasy War,2005
5901,36401,"Brothers Grimm, The",Comedy Fantasy Horror Thriller,355295,4442.0,, Comedy Fantasy Horror Thriller,2005
5902,36477,"Baxter, The",Comedy Drama Romance,401244,13169.0,, Comedy Drama Romance,2005
5903,36509,"Cave, The",Action Adventure Horror Mystery Sci-Fi Thriller,402901,9042.0,, Action Adventure Horror Mystery Sci-Fi Thriller,2005
5904,36517,"Constant Gardener, The",Drama Thriller,387131,1985.0,Africa business politics,Africa business politics Drama Thriller,2005
5905,36519,Transporter 2,Action Crime Thriller,388482,9335.0,, Action Crime Thriller,2005
5906,36525,Just Like Heaven,Comedy Fantasy Romance,425123,9007.0,, Comedy Fantasy Romance,2005
5907,36527,Proof,Drama,377107,9777.0,mathematics,mathematics Drama,2005
5908,36529,Lord of War,Action Crime Drama Thriller War,399295,1830.0,wapendrama,wapendrama Action Crime Drama Thriller War,2005
5909,36533,Cry_Wolf (a.k.a. Cry Wolf),Drama Horror Mystery Thriller,384286,10092.0,, Drama Horror Mystery Thriller,2005
5910,36535,Everything Is Illuminated,Comedy Drama,404030,340.0,In Netflix queue,In Netflix queue Comedy Drama,2005
5911,36537,Thumbsucker,Comedy Drama,318761,1546.0,, Comedy Drama,2005
5912,36708,Family Guy Presents Stewie Griffin: The Untold Story,Adventure Animation Comedy,385690,65215.0,, Adventure Animation Comedy,2005
5913,36850,Police Story 2 (Ging chaat goo si juk jaap),Action Comedy Crime Thriller,95403,10753.0,, Action Comedy Crime Thriller,1988
5914,36931,New Police Story (Xin jing cha gu shi),Action Crime Drama,386005,11636.0,, Action Crime Drama,2004
5915,37211,Go West,Comedy Musical Western,32536,22575.0,, Comedy Musical Western,1940
5916,37240,Why We Fight,Documentary,436971,14286.0,In Netflix queue,In Netflix queue Documentary,2005
5917,37380,Doom,Action Horror Sci-Fi,419706,8814.0,, Action Horror Sci-Fi,2005
5918,37382,Domino,Crime Drama Thriller,421054,9923.0,, Crime Drama Thriller,2005
5919,37384,Waiting...,Comedy,348333,7553.0,restaurant,restaurant Comedy,2005
5920,37386,Aeon Flux,Action Sci-Fi,402022,8202.0,, Action Sci-Fi,2005
5921,37444,Frankenstein 90,Comedy Horror Romance,87289,3118.0,, Comedy Horror Romance,1984
5922,37475,"Unfinished Life, An",Drama,350261,1947.0,, Drama,2005
5923,37477,"Man, The",Action Comedy Crime,399327,9074.0,, Action Comedy Crime,2005
5924,37495,Survive Style 5+,Fantasy Mystery Romance Thriller,430651,16133.0,, Fantasy Mystery Romance Thriller,2004
5925,37545,Woyzeck,Drama,80149,10319.0,, Drama,1979
5926,37720,"Exorcism of Emily Rose, The",Crime Drama Horror Thriller,404032,8643.0,, Crime Drama Horror Thriller,2005
5927,37727,Flightplan,Action Drama Thriller,408790,9315.0,, Action Drama Thriller,2005
5928,37729,Corpse Bride,Animation Comedy Fantasy Musical Romance,121164,3933.0,gothic helena bonham carter Johnny Depp Tim Burton visually appealing animation 06 Oscar Nominated Best Movie - Animation,gothic helena bonham carter Johnny Depp Tim Burton visually appealing animation 06 Oscar Nominated Best Movie - Animation Animation Comedy Fantasy Musical Romance,2005
5929,37731,Green Street Hooligans (a.k.a. Hooligans),Crime Drama,385002,8923.0,, Crime Drama,2005
5930,37733,"History of Violence, A",Action Crime Drama Thriller,399146,59.0,In Netflix queue,In Netflix queue Action Crime Drama Thriller,2005
5931,37736,Oliver Twist,Drama,380599,257.0,Dickens,Dickens Drama,2005
5932,37739,"Greatest Game Ever Played, The",Drama,388980,15487.0,, Drama,2005
5933,37741,Capote,Crime Drama,379725,398.0,Truman Capote,Truman Capote Crime Drama,2005
5934,37830,Final Fantasy VII: Advent Children,Action Adventure Animation Fantasy Sci-Fi,385700,647.0,, Action Adventure Animation Fantasy Sci-Fi,2004
5935,37844,Roll Bounce,Comedy Drama Romance,403455,14544.0,, Comedy Drama Romance,2005
5936,37853,Into the Blue,Action Adventure Crime Thriller,378109,11968.0,, Action Adventure Crime Thriller,2005
5937,37857,MirrorMask,Adventure Children Drama Fantasy,366780,14517.0,, Adventure Children Drama Fantasy,2005
5938,38038,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure Animation Children Comedy,312004,533.0,06 Oscar Nominated Best Movie - Animation Aardman,06 Oscar Nominated Best Movie - Animation Aardman Adventure Animation Children Comedy,2005
5939,38061,Kiss Kiss Bang Bang,Comedy Crime Mystery Thriller,373469,5236.0,black comedy clever fast-paced dialogue good dialogue Robert Downey Jr. witty In Netflix queue,black comedy clever fast-paced dialogue good dialogue Robert Downey Jr. witty In Netflix queue Comedy Crime Mystery Thriller,2005
5940,38095,"Bittersweet Life, A (Dalkomhan insaeng)",Action Crime Drama,456912,11344.0,, Action Crime Drama,2005
5941,38159,"Short Film About Love, A (Krótki film o milosci)",Drama Romance,95467,31056.0,, Drama Romance,1988
5942,38164,"All This, and Heaven Too",Drama Romance,32194,43807.0,, Drama Romance,1940
5943,38198,Darwin's Nightmare,Documentary,424024,10700.0,, Documentary,2004
5944,38294,Beowulf & Grendel,Action Adventure Drama Fantasy,402057,5471.0,, Action Adventure Drama Fantasy,2005
5945,38304,No Direction Home: Bob Dylan,Documentary,367555,19082.0,, Documentary,2005
5946,38388,Goal! The Dream Begins (Goal!),Drama,380389,9763.0,, Drama,2005
5947,38583,"Wraith, The",Action Horror Sci-Fi Thriller,92240,10017.0,, Action Horror Sci-Fi Thriller,1986
5948,38798,In Her Shoes,Comedy Drama,388125,11931.0,sisters,sisters Comedy Drama,2005
5949,38886,"Squid and the Whale, The",Comedy Drama,367089,10707.0,divorce,divorce Comedy Drama,2005
5950,38992,Two for the Money,Drama,417217,9910.0,, Drama,2005
5951,39183,Brokeback Mountain,Drama Romance,388795,142.0,, Drama Romance,2005
5952,39231,Elizabethtown,Comedy Drama Romance,368709,9621.0,, Comedy Drama Romance,2005
5953,39234,North Country,Drama,395972,9701.0,courtroom drama In Netflix queue,courtroom drama In Netflix queue Drama,2005
5954,39292,"Good Night, and Good Luck.",Crime Drama,433383,3291.0,In Netflix queue journalism McCarthy hearings Morrow,In Netflix queue journalism McCarthy hearings Morrow Crime Drama,2005
5955,39307,Dreamer: Inspired by a True Story,Children Drama,418647,12920.0,, Children Drama,2005
5956,39381,"Proposition, The",Crime Drama Western,421238,16608.0,, Crime Drama Western,2005
5957,39400,"Fog, The",Action Horror Mystery Thriller,432291,791.0,, Action Horror Mystery Thriller,2005
5958,39414,Shopgirl,Comedy Drama Romance,338427,2610.0,, Comedy Drama Romance,2005
5959,39427,Stay,Thriller,371257,8066.0,, Thriller,2005
5960,39435,"Legend of Zorro, The",Action Adventure Drama Western,386140,1656.0,, Action Adventure Drama Western,2005
5961,39444,"Weather Man, The",Comedy Drama,384680,6963.0,, Comedy Drama,2005
5962,39446,Saw II,Horror Thriller,432348,215.0,, Horror Thriller,2005
5963,39449,Prime,Comedy Drama Romance,387514,2313.0,, Comedy Drama Romance,2005
5964,39516,Don't Move (Non ti muovere),Drama,330702,16729.0,, Drama,2004
5965,39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,436058,8274.0,, Comedy,2005
5966,39801,"Great Yokai War, The (Yôkai daisensô)",Adventure Comedy Fantasy Horror,425661,42000.0,, Adventure Comedy Fantasy Horror,2005
5967,39869,Manderlay,Drama,342735,1951.0,, Drama,2005
5968,40148,Revolver,Crime Drama Thriller,365686,10851.0,, Crime Drama Thriller,2005
5969,40278,Jarhead,Action Drama War,418763,25.0,Jake Gyllenhaal Modern war,Jake Gyllenhaal Modern war Action Drama War,2005
5970,40339,Chicken Little,Action Adventure Animation Children Comedy Sci-Fi,371606,9982.0,, Action Adventure Animation Children Comedy Sci-Fi,2005
5971,40412,Dead Man's Shoes,Crime Thriller,419677,12877.0,, Crime Thriller,2004
5972,40414,Joyeux Noël (Merry Christmas),Drama War,424205,11661.0,, Drama War,2005
5973,40478,Night of the Lepus,Horror Sci-Fi Thriller,69005,38761.0,, Horror Sci-Fi Thriller,1972
5974,40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy Drama,98532,7974.0,depression,depression Comedy Drama,1990
5975,40578,Sword of the Beast (Kedamono no ken),Action Drama,200768,46917.0,, Action Drama,1965
5976,40581,Just Friends,Comedy Romance,433400,10033.0,, Comedy Romance,2005
5977,40583,Syriana,Drama Thriller,365737,231.0,In Netflix queue,In Netflix queue Drama Thriller,2005
5978,40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),Comedy Drama,328132,68098.0,, Comedy Drama,2002
5979,40614,Derailed,Drama Thriller,398017,8999.0,, Drama Thriller,2005
5980,40617,Creep,Horror Thriller,381966,8555.0,, Horror Thriller,2004
5981,40629,Pride & Prejudice,Drama Romance,414387,4348.0,In Netflix queue,In Netflix queue Drama Romance,2005
5982,40723,Wolf Creek,Crime Horror Thriller,416315,9885.0,, Crime Horror Thriller,2005
5983,40732,"Descent, The",Adventure Drama Horror Thriller,435625,9392.0,, Adventure Drama Horror Thriller,2005
5984,40815,Harry Potter and the Goblet of Fire,Adventure Fantasy Thriller IMAX,330373,674.0,Magic Wizards,Magic Wizards Adventure Fantasy Thriller IMAX,2005
5985,40819,Walk the Line,Drama Musical Romance,358273,69.0,Johnny Cash,Johnny Cash Drama Musical Romance,2005
5986,40826,Rent,Drama Musical Romance,294870,1833.0,, Drama Musical Romance,2005
